period,org_code,type,attendances,breaches,admissions
2017-02-01,RAS,other,7199,39,0
2017-02-01,Y03094,other,2815,0,0
2017-02-01,E84068,other,3141,0,0
2017-02-01,RKE,1,7431,995,1181
2017-02-01,RRV,1,10584,1144,1831
2017-02-01,Y02147,other,8613,0,0
2017-02-01,Y03201,other,2295,0,0
2017-02-01,NL7,other,5061,0,0
2017-02-01,8J094,other,2176,0,0
2017-02-01,RDD,1,10152,847,2179
2017-02-01,RC1,1,5530,444,1818
2017-02-01,M85813,other,2983,0,0
2017-02-01,RQ3,1,4586,183,837
2017-02-01,RJF,1,4493,498,1698
2017-02-01,RJF,other,3670,1,3
2017-02-01,RGT,1,8094,2093,2787
2017-02-01,RGT,other,2961,0,20
2017-02-01,RFS,1,5840,703,1780
2017-02-01,NQ108,other,1965,1,0
2017-02-01,RDE,1,6371,779,2331
2017-02-01,RDE,other,4320,0,0
2017-02-01,Y03571,other,5635,30,0
2017-02-01,RTG,1,9800,1367,3279
2017-02-01,RTG,other,3725,6,46
2017-02-01,RY8,other,4114,1,0
2017-02-01,NNJ,other,1648,0,0
2017-02-01,RWH,1,8079,1935,2856
2017-02-01,RWH,other,3890,0,0
2017-02-01,NAX,other,44,0,0
2017-02-01,NQ106,other,493,0,0
2017-02-01,RLT,1,5658,1015,948
2017-02-01,NTPAL,other,1847,0,0
2017-02-01,NEH06,other,1723,1,0
2017-02-01,RR1,1,16808,3902,5165
2017-02-01,RR1,other,3062,49,1244
2017-02-01,RY4,other,794,1,0
2017-02-01,RQQ,1,3353,765,703
2017-02-01,RGQ,1,6478,723,1885
2017-02-01,RGQ,other,373,0,156
2017-02-01,RGP,1,5269,683,1159
2017-02-01,RGP,other,90,0,0
2017-02-01,RNQ,1,6587,1502,2195
2017-02-01,C82038,other,331,0,0
2017-02-01,RY5,other,12123,80,9
2017-02-01,NJS05,other,3345,67,0
2017-02-01,RC9,1,7677,199,2466
2017-02-01,RC9,other,3285,0,0
2017-02-01,C82009,other,261,0,0
2017-02-01,NLO11,other,551,1,0
2017-02-01,NLO09,other,500,1,0
2017-02-01,RQ8,1,6980,838,2121
2017-02-01,RQ8,other,264,15,0
2017-02-01,RD8,1,6430,1181,1305
2017-02-01,RD8,other,4121,23,0
2017-02-01,Y02652,other,3543,0,0
2017-02-01,RM1,1,8464,2061,2264
2017-02-01,RM1,other,764,0,0
2017-02-01,RGN,1,6853,1104,2107
2017-02-01,RGN,other,673,0,0
2017-02-01,RNS,1,7796,1899,2812
2017-02-01,RNS,2,921,6,0
2017-02-01,NMH01,other,5082,0,0
2017-02-01,NR3,other,4548,307,0
2017-02-01,RX1,1,13183,3028,3507
2017-02-01,RX1,2,1413,22,0
2017-02-01,RX1,other,171,0,0
2017-02-01,NLO10,other,2676,23,0
2017-02-01,C82010,other,220,0,0
2017-02-01,NLO12,other,250,0,0
2017-02-01,Y02428,other,2098,0,0
2017-02-01,RXK,1,12951,3034,2869
2017-02-01,RXK,2,1713,12,14
2017-02-01,RXK,other,2520,0,0
2017-02-01,RK5,1,7642,565,2372
2017-02-01,RK5,other,3498,54,6
2017-02-01,RXW,1,8779,2497,2195
2017-02-01,RXW,other,1525,0,0
2017-02-01,R1D,2,345,0,0
2017-02-01,R1D,other,1585,0,0
2017-02-01,Y02615,other,5005,0,0
2017-02-01,RJC,1,4651,225,1571
2017-02-01,RJC,other,545,0,0
2017-02-01,RAJ,1,7328,1079,2123
2017-02-01,Y02470,other,1878,0,0
2017-02-01,Y02961,other,3314,0,0
2017-02-01,RNA,1,7769,1064,2149
2017-02-01,RNA,other,6072,0,0
2017-02-01,RQW,1,7459,2395,1494
2017-02-01,RCX,1,4553,433,1981
2017-02-01,RL4,1,9797,1689,2276
2017-02-01,RL4,other,8131,156,0
2017-02-01,RWD,1,11196,2759,3123
2017-02-01,RRK,1,8753,1654,2531
2017-02-01,RKB,1,10339,2822,3448
2017-02-01,RKB,2,1843,29,72
2017-02-01,RKB,other,1835,4,0
2017-02-01,RWE,1,10612,2793,3361
2017-02-01,RWE,2,1606,26,3
2017-02-01,RWE,other,5349,34,245
